candidate_id,operation,parameter_name,value,unit,value_range,scenario,domain,target_flow_slot,evidence_refs,support_count,denominator_count,promote_to_default,default_scope,confidence,notes
CAND_ATOM_dot_image_recon_basis_functions,image_reconstruction,basis_functions,"""gaussian_dense | gaussian_sparse""",,,dot,analysis,dot_slot,Cedalion_ImageRecon|Carlton2026,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_tissue_properties_tissue_types,tissue_properties,tissue_types,"[""skin"", ""skull"", ""csf"", ""gray_matter"", ""white_matter""]",,,dot,analysis,dot_config_slot,Cedalion_TissueProperties,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_tissue_properties_wavelengths_nm,tissue_properties,wavelengths_nm,"[690, 830]",,,dot,analysis,dot_config_slot,Cedalion_TissueProperties,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_tissue_properties_source,tissue_properties,source,"""default_literature | custom""",,,dot,analysis,dot_config_slot,Cedalion_TissueProperties,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_photogrammetry_coregistration_method,photogrammetry_coregistration,method,"""colored_sticker | fiducial_manual""",,,general,preprocessing,spatial_registration_slot,Cedalion_Photogrammetry|Jenko2023,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_photogrammetry_coregistration_sticker_colors,photogrammetry_coregistration,sticker_colors,"[""red"", ""green"", ""blue"", ""yellow""]",,,general,preprocessing,spatial_registration_slot,Cedalion_Photogrammetry|Jenko2023,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_photogrammetry_coregistration_clustering,photogrammetry_coregistration,clustering,"""DBSCAN""",,,general,preprocessing,spatial_registration_slot,Cedalion_Photogrammetry|Jenko2023,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_photogrammetry_coregistration_surface_snap,photogrammetry_coregistration,surface_snap,true,,,general,preprocessing,spatial_registration_slot,Cedalion_Photogrammetry|Jenko2023,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spoc_decomposition_n_components,spoc_decomposition,n_components,5,,,general,preprocessing,signal_decomposition_slot,Cedalion_SpOC|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spoc_decomposition_method,spoc_decomposition,method,"""spoc | cca""",,,general,preprocessing,signal_decomposition_slot,Cedalion_SpOC|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spoc_decomposition_regularization,spoc_decomposition,regularization,"""none | L1 | L2""",,,general,preprocessing,signal_decomposition_slot,Cedalion_SpOC|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_spoc_decomposition_max_iter,spoc_decomposition,max_iter,1000,,,general,preprocessing,signal_decomposition_slot,Cedalion_SpOC|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_signal_decomposition_method,ica_signal_decomposition,method,"""EBM | ERBM""",,,general,preprocessing,signal_decomposition_slot,Cedalion_ICA_EBM|Cedalion_ICA_ERBM,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_signal_decomposition_n_components,ica_signal_decomposition,n_components,"""auto""",,,general,preprocessing,signal_decomposition_slot,Cedalion_ICA_EBM|Cedalion_ICA_ERBM,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_signal_decomposition_max_iter,ica_signal_decomposition,max_iter,200,,,general,preprocessing,signal_decomposition_slot,Cedalion_ICA_EBM|Cedalion_ICA_ERBM,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_signal_decomposition_convergence_tol,ica_signal_decomposition,convergence_tol,0.0001,,,general,preprocessing,signal_decomposition_slot,Cedalion_ICA_EBM|Cedalion_ICA_ERBM,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_multimodal_signal_decomposition_method,multimodal_decomposition,method,"""MSPoC | tCCA | ARC_EBM | ARC_ERBM""",,,general,analysis,signal_decomposition_slot,Cedalion_MSPoC|Cedalion_tCCA|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_multimodal_signal_decomposition_n_components,multimodal_decomposition,n_components,5,,,general,analysis,signal_decomposition_slot,Cedalion_MSPoC|Cedalion_tCCA|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_multimodal_signal_decomposition_auxiliary_modalities,multimodal_decomposition,auxiliary_modalities,"[""EEG"", ""MEG"", ""physiological""]",,,general,analysis,signal_decomposition_slot,Cedalion_MSPoC|Cedalion_tCCA|Dahne2014,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_hrf_generation_spatial_scale_cm,synthetic_hrf_generation,spatial_scale_cm,1.0,,,general,analysis,simulation_slot,Cedalion_SyntheticHRF,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_hrf_generation_intensity_uM,synthetic_hrf_generation,intensity_uM,1.0,,,general,analysis,simulation_slot,Cedalion_SyntheticHRF,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_hrf_generation_hrf_model,synthetic_hrf_generation,hrf_model,"""double_gamma | gaussian""",,,general,analysis,simulation_slot,Cedalion_SyntheticHRF,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_hrf_generation_trial_types,synthetic_hrf_generation,trial_types,"[""Stim""]",,,general,analysis,simulation_slot,Cedalion_SyntheticHRF,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_hrf_generation_stim_duration_s,synthetic_hrf_generation,stim_duration_s,10,,,general,analysis,simulation_slot,Cedalion_SyntheticHRF,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_hrf_generation_isi_range_s,synthetic_hrf_generation,isi_range_s,"[10, 30]",,,general,analysis,simulation_slot,Cedalion_SyntheticHRF,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_artifact_generation_artifact_types,synthetic_artifact_generation,artifact_types,"[""baseline_shift"", ""spike"", ""motion"", ""muscle""]",,,general,analysis,simulation_slot,Cedalion_SyntheticArtifact,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_artifact_generation_n_artifacts,synthetic_artifact_generation,n_artifacts,5,,,general,analysis,simulation_slot,Cedalion_SyntheticArtifact,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_artifact_generation_amplitude_range,synthetic_artifact_generation,amplitude_range,"[0.1, 1.0]",,,general,analysis,simulation_slot,Cedalion_SyntheticArtifact,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_synthetic_artifact_generation_duration_range_s,synthetic_artifact_generation,duration_range_s,"[0.5, 2.0]",,,general,analysis,simulation_slot,Cedalion_SyntheticArtifact,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_epoch_feature_extraction_feature_types,epoch_feature_extraction,feature_types,"[""slope"", ""mean"", ""max"", ""min"", ""auc""]",,,general,machine_learning,feature_extraction_slot,Cedalion_EpochFeatures,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_epoch_feature_extraction_reltime_windows,epoch_feature_extraction,reltime_windows,"{""slope"": [0, 10], ""mean"": [5, 15]}",,,general,machine_learning,feature_extraction_slot,Cedalion_EpochFeatures,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_epoch_feature_extraction_stack_dims,epoch_feature_extraction,stack_dims,"[""channel"", ""chromophore""]",,,general,machine_learning,feature_extraction_slot,Cedalion_EpochFeatures,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_basis_functions_basis_type,glm_basis_functions,basis_type,"""gamma | gaussian_kernels | dirac_delta""",,,task_based,analysis,analysis_config_slot,Cedalion_GLM_BasisFunctions,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_basis_functions_n_basis,glm_basis_functions,n_basis,3,,,task_based,analysis,analysis_config_slot,Cedalion_GLM_BasisFunctions,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_basis_functions_temporal_extent_s,glm_basis_functions,temporal_extent_s,32,,,task_based,analysis,analysis_config_slot,Cedalion_GLM_BasisFunctions,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_basis_functions_oversampling,glm_basis_functions,oversampling,10,,,task_based,analysis,analysis_config_slot,Cedalion_GLM_BasisFunctions,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_basis_functions_parameters,glm_basis_functions,parameters,"{""gamma"": {""tau"": 6, ""sigma"": 1}}",,,task_based,analysis,analysis_config_slot,Cedalion_GLM_BasisFunctions,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_design_matrix_drift_order,glm_design_matrix_construction,drift_order,3,,,task_based,analysis,analysis_slot,Cedalion_GLM_DesignMatrix,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_design_matrix_hrf_model,glm_design_matrix_construction,hrf_model,"""canonical | custom_basis""",,,task_based,analysis,analysis_slot,Cedalion_GLM_DesignMatrix,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_design_matrix_include_constant,glm_design_matrix_construction,include_constant,true,,,task_based,analysis,analysis_slot,Cedalion_GLM_DesignMatrix,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_design_matrix_short_channel_regression,glm_design_matrix_construction,short_channel_regression,true,,,task_based,analysis,analysis_slot,Cedalion_GLM_DesignMatrix,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_fit_with_uncertainty_method,glm_fit_with_uncertainty,method,"""OLS | weighted_LS""",,,task_based,analysis,analysis_slot,Cedalion_GLM_Fit,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_fit_with_uncertainty_confidence_level,glm_fit_with_uncertainty,confidence_level,0.95,,,task_based,analysis,analysis_slot,Cedalion_GLM_Fit,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_fit_with_uncertainty_compute_diagnostics,glm_fit_with_uncertainty,compute_diagnostics,true,,,task_based,analysis,analysis_slot,Cedalion_GLM_Fit,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_glm_fit_with_uncertainty_heteroscedasticity_test,glm_fit_with_uncertainty,heteroscedasticity_test,true,,,task_based,analysis,analysis_slot,Cedalion_GLM_Fit,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_psp_quality_metric_window_length_s,peak_spectral_power,window_length_s,10,,,general,qc,signal_qc_slot,Cedalion_PSP|Pollonini2014,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_psp_quality_metric_psp_threshold,peak_spectral_power,psp_threshold,0.1,,,general,qc,signal_qc_slot,Cedalion_PSP|Pollonini2014,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_psp_quality_metric_cardiac_fmin_hz,peak_spectral_power,cardiac_fmin_hz,0.5,,,general,qc,signal_qc_slot,Cedalion_PSP|Pollonini2014,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_psp_quality_metric_cardiac_fmax_hz,peak_spectral_power,cardiac_fmax_hz,2.5,,,general,qc,signal_qc_slot,Cedalion_PSP|Pollonini2014,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_channel_distance_computation_short_channel_threshold_mm,channel_distance_computation,short_channel_threshold_mm,15,,,general,preprocessing,geometry_slot,Cedalion_ChannelDistances,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_channel_distance_computation_long_channel_threshold_mm,channel_distance_computation,long_channel_threshold_mm,25,,,general,preprocessing,geometry_slot,Cedalion_ChannelDistances,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_channel_distance_computation_distance_metric,channel_distance_computation,distance_metric,"""euclidean""",,,general,preprocessing,geometry_slot,Cedalion_ChannelDistances,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_extinction_coefficients_spectrum,extinction_coefficients,spectrum,"""prahl | matlab_hb""",,,general,preprocessing,preprocessing_config_slot,Cedalion_ExtinctionCoefficients,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_extinction_coefficients_chromophores,extinction_coefficients,chromophores,"[""HbO"", ""HbR""]",,,general,preprocessing,preprocessing_config_slot,Cedalion_ExtinctionCoefficients,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_extinction_coefficients_interpolation,extinction_coefficients,interpolation,"""linear | cubic""",,,general,preprocessing,preprocessing_config_slot,Cedalion_ExtinctionCoefficients,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
