link_id,evidence_ref,target_object_type,target_object_id,evidence_use,confidence,quote_or_summary,source_id,notes
EVLINK_8254,EV_VBIT_0088,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12581266,Supports ATOM_pca_denoising
EVLINK_8255,EV_VBIT_0094,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12270413,Supports ATOM_pca_denoising
EVLINK_8256,EV_VBIT_0097,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9896013,Supports ATOM_pca_denoising
EVLINK_8257,EV_VBIT_0098,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9174890,Supports ATOM_pca_denoising
EVLINK_8258,EV_VBIT_0103,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC13210414,Supports ATOM_pca_denoising
EVLINK_8259,EV_VBIT_0109,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12673338,Supports ATOM_pca_denoising
EVLINK_8260,EV_VBIT_0130,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12714936,Supports ATOM_pca_denoising
EVLINK_8261,EV_VBIT_0132,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9555616,Supports ATOM_pca_denoising
EVLINK_8262,EV_VBIT_0133,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9386281,Supports ATOM_pca_denoising
EVLINK_8263,EV_VBIT_0134,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9116886,Supports ATOM_pca_denoising
EVLINK_8264,EV_VBIT_0138,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7511246,Supports ATOM_pca_denoising
EVLINK_8265,EV_VBIT_0142,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3665655,Supports ATOM_pca_denoising
EVLINK_8266,EV_VBIT_0273,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4211632,Supports ATOM_pca_denoising
EVLINK_8267,EV_VBIT_0284,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5592780,Supports ATOM_pca_denoising
EVLINK_8268,EQ_PMID_35065956_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID35065956,Supports ATOM_pca_denoising
EVLINK_8269,EQ_PMID_40843107_04,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID40843107,Supports ATOM_pca_denoising
EVLINK_8270,EQ_PMID_42255351_08,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID42255351,Supports ATOM_pca_denoising
EVLINK_8274,EQ_PMC6953699_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6953699,Supports ATOM_pca_denoising
EVLINK_8275,EV_VBIT_0232,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6953699,Supports ATOM_pca_denoising
EVLINK_8276,EQ_PMC12877426_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12877426,Supports ATOM_pca_denoising
EVLINK_8277,EV_VBIT_0001,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12877426,Supports ATOM_pca_denoising
EVLINK_8278,EV_VBIT_0002,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12877426,Supports ATOM_pca_denoising
EVLINK_8279,EQ_PMC4524732_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4524732,Supports ATOM_pca_denoising
EVLINK_8280,EV_VBIT_0042,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4524732,Supports ATOM_pca_denoising
EVLINK_8281,EQ_PMC4524535_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4524535,Supports ATOM_pca_denoising
EVLINK_8282,EV_VBIT_0228,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4524535,Supports ATOM_pca_denoising
EVLINK_8283,EQ_PMC10199511_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10199511,Supports ATOM_pca_denoising
EVLINK_8284,EV_VBIT_0179,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10199511,Supports ATOM_pca_denoising
EVLINK_8285,EV_PMC6278088,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6278088,Supports ATOM_pca_denoising
EVLINK_8286,EV_VBIT_0291,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6278088,Supports ATOM_pca_denoising
EVLINK_8287,EV_VBIT_0292,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6278088,Supports ATOM_pca_denoising
EVLINK_8288,EQ_PMC11527908_01,method_atom,ATOM_pca_denoising,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11527908,Supports ATOM_pca_denoising
EVLINK_8289,EQ_PMC11221214_03,method_atom,ATOM_block_average,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11221214,Supports ATOM_block_average
EVLINK_8290,EQ_PMC12731443_01,method_atom,ATOM_block_average,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12731443,Supports ATOM_block_average
EVLINK_8291,EQ_PMID_39667979_01,method_atom,ATOM_block_average,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID39667979,Supports ATOM_block_average
EVLINK_8292,EQ_PMID_39667979_02,method_atom,ATOM_block_average,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID39667979,Supports ATOM_block_average
EVLINK_8293,EQ_PMID_39667979_03,method_atom,ATOM_block_average,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID39667979,Supports ATOM_block_average
EVLINK_8294,EQ_PMID_40605912_03,method_atom,ATOM_block_average,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID40605912,Supports ATOM_block_average
EVLINK_8295,EQ_PMC6297380_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6297380,Supports ATOM_glm_with_drift
EVLINK_8296,EQ_PMC10295283_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10295283,Supports ATOM_glm_with_drift
EVLINK_8297,EQ_PMC12634216_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12634216,Supports ATOM_glm_with_drift
EVLINK_8298,EQ_PMC8901827_03,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8901827,Supports ATOM_glm_with_drift
EVLINK_8299,EV_VBIT_0078,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8066873,Supports ATOM_glm_with_drift
EVLINK_8300,EV_VBIT_0083,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7824905,Supports ATOM_glm_with_drift
EVLINK_8301,EV_VBIT_0084,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5512010,Supports ATOM_glm_with_drift
EVLINK_8302,EV_VBIT_0096,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10295283,Supports ATOM_glm_with_drift
EVLINK_8303,EV_VBIT_0099,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9174890,Supports ATOM_glm_with_drift
EVLINK_8304,EV_VBIT_0137,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7829673,Supports ATOM_glm_with_drift
EVLINK_8305,EV_VBIT_0141,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3756568,Supports ATOM_glm_with_drift
EVLINK_8306,EV_VBIT_0195,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC2806654,Supports ATOM_glm_with_drift
EVLINK_8307,EV_VBIT_0265,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3085546,Supports ATOM_glm_with_drift
EVLINK_8308,EV_VBIT_0314,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9950900,Supports ATOM_glm_with_drift
EVLINK_8309,EV_VBIT_0338,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8901827,Supports ATOM_glm_with_drift
EVLINK_8313,EQ_PMC12929548_07,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12929548,Supports ATOM_glm_with_drift
EVLINK_8314,EQ_PMC12053328_02,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12053328,Supports ATOM_glm_with_drift
EVLINK_8315,EQ_PMC12952035_02,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12952035,Supports ATOM_glm_with_drift
EVLINK_8316,EQ_PMC6953699_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6953699,Supports ATOM_glm_with_drift
EVLINK_8317,EV_VBIT_0232,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6953699,Supports ATOM_glm_with_drift
EVLINK_8318,EQ_PMC12877426_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12877426,Supports ATOM_glm_with_drift
EVLINK_8319,EV_VBIT_0001,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12877426,Supports ATOM_glm_with_drift
EVLINK_8320,EV_VBIT_0002,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12877426,Supports ATOM_glm_with_drift
EVLINK_8321,EQ_PMC5363470_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5363470,Supports ATOM_glm_with_drift
EVLINK_8322,EQ_PMC6213715_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6213715,Supports ATOM_glm_with_drift
EVLINK_8324,EV_VBIT_0003,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6297380,Supports ATOM_glm_with_drift
EVLINK_8325,EQ_PMC5603769_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5603769,Supports ATOM_glm_with_drift
EVLINK_8326,EV_VBIT_0004,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5603769,Supports ATOM_glm_with_drift
EVLINK_8327,EV_VBIT_0005,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5603769,Supports ATOM_glm_with_drift
EVLINK_8328,EQ_PMC6336925_01,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6336925,Supports ATOM_glm_with_drift
EVLINK_8329,EV_VBIT_0013,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6336925,Supports ATOM_glm_with_drift
EVLINK_8330,EV_VBIT_0014,method_atom,ATOM_glm_with_drift,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6336925,Supports ATOM_glm_with_drift
EVLINK_8331,EQ_PMC11221214_03,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11221214,Supports ATOM_detrending
EVLINK_8332,EQ_PMC12731443_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12731443,Supports ATOM_detrending
EVLINK_8333,EQ_PMC6297380_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6297380,Supports ATOM_detrending
EVLINK_8334,EQ_PMC10295283_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10295283,Supports ATOM_detrending
EVLINK_8335,EQ_PMC8113412_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8113412,Supports ATOM_detrending
EVLINK_8336,EQ_PMC7047008_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7047008,Supports ATOM_detrending
EVLINK_8337,EQ_PMC6191612_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6191612,Supports ATOM_detrending
EVLINK_8338,EQ_PMC11506513_03,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11506513,Supports ATOM_detrending
EVLINK_8339,EV_VBIT_0069,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC13136355,Supports ATOM_detrending
EVLINK_8340,EV_VBIT_0072,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11564592,Supports ATOM_detrending
EVLINK_8341,EV_VBIT_0076,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10549729,Supports ATOM_detrending
EVLINK_8342,EV_VBIT_0089,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12286323,Supports ATOM_detrending
EVLINK_8343,EV_VBIT_0091,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11918759,Supports ATOM_detrending
EVLINK_8344,EV_VBIT_0110,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12627794,Supports ATOM_detrending
EVLINK_8345,EV_VBIT_0121,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10137986,Supports ATOM_detrending
EVLINK_8346,EV_VBIT_0136,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8093202,Supports ATOM_detrending
EVLINK_8347,EV_VBIT_0149,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11945418,Supports ATOM_detrending
EVLINK_8348,EV_VBIT_0158,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7745044,Supports ATOM_detrending
EVLINK_8349,EV_VBIT_0164,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6191612,Supports ATOM_detrending
EVLINK_8350,EV_VBIT_0166,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6323003,Supports ATOM_detrending
EVLINK_8351,EV_VBIT_0173,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12634216,Supports ATOM_detrending
EVLINK_8352,EV_VBIT_0175,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12319887,Supports ATOM_detrending
EVLINK_8353,EV_VBIT_0177,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11679141,Supports ATOM_detrending
EVLINK_8354,EV_VBIT_0178,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11059326,Supports ATOM_detrending
EVLINK_8355,EV_VBIT_0184,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7985709,Supports ATOM_detrending
EVLINK_8356,EV_VBIT_0185,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6824917,Supports ATOM_detrending
EVLINK_8357,EV_VBIT_0186,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6387909,Supports ATOM_detrending
EVLINK_8358,EV_VBIT_0188,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5565675,Supports ATOM_detrending
EVLINK_8359,EV_VBIT_0194,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC2806654,Supports ATOM_detrending
EVLINK_8360,EV_VBIT_0201,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9205639,Supports ATOM_detrending
EVLINK_8361,EV_VBIT_0202,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8973170,Supports ATOM_detrending
EVLINK_8362,EV_VBIT_0203,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8778041,Supports ATOM_detrending
EVLINK_8363,EV_VBIT_0206,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7927423,Supports ATOM_detrending
EVLINK_8364,EV_VBIT_0208,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7280505,Supports ATOM_detrending
EVLINK_8365,EV_VBIT_0209,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC6412154,Supports ATOM_detrending
EVLINK_8366,EV_VBIT_0210,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5424771,Supports ATOM_detrending
EVLINK_8367,EV_VBIT_0211,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4753811,Supports ATOM_detrending
EVLINK_8368,EV_VBIT_0214,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3865602,Supports ATOM_detrending
EVLINK_8369,EV_VBIT_0218,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC13259229,Supports ATOM_detrending
EVLINK_8370,EV_VBIT_0231,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5788966,Supports ATOM_detrending
EVLINK_8371,EV_VBIT_0233,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7040364,Supports ATOM_detrending
EVLINK_8372,EV_VBIT_0235,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8231828,Supports ATOM_detrending
EVLINK_8373,EV_VBIT_0251,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11652482,Supports ATOM_detrending
EVLINK_8374,EV_VBIT_0256,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12110038,Supports ATOM_detrending
EVLINK_8375,EV_VBIT_0287,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5963607,Supports ATOM_detrending
EVLINK_8376,EV_VBIT_0296,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7125097,Supports ATOM_detrending
EVLINK_8377,EV_VBIT_0300,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8022277,Supports ATOM_detrending
EVLINK_8378,EV_VBIT_0301,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8113412,Supports ATOM_detrending
EVLINK_8379,EV_VBIT_0305,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8871689,Supports ATOM_detrending
EVLINK_8380,EV_VBIT_0307,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9301871,Supports ATOM_detrending
EVLINK_8381,EV_VBIT_0312,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9587758,Supports ATOM_detrending
EVLINK_8382,EV_VBIT_0313,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9900395,Supports ATOM_detrending
EVLINK_8383,EV_VBIT_0320,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11752877,Supports ATOM_detrending
EVLINK_8384,EQ_PMID_39667979_01,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID39667979,Supports ATOM_detrending
EVLINK_8385,EQ_PMID_39667979_02,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID39667979,Supports ATOM_detrending
EVLINK_8386,EQ_PMID_39667979_03,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID39667979,Supports ATOM_detrending
EVLINK_8387,EQ_PMID_41771364_02,method_atom,ATOM_detrending,method_atom,medium,Evidence from traditional analysis packages,SRC_PMID41771364,Supports ATOM_detrending
EVLINK_8388,EQ_PMC10338804_01,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10338804,Supports ATOM_hpf_lpf_filter
EVLINK_8389,EQ_PMC11679405_01,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11679405,Supports ATOM_hpf_lpf_filter
EVLINK_8390,EQ_PMC10295283_01,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10295283,Supports ATOM_hpf_lpf_filter
EVLINK_8391,EQ_PMC9174890_01,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9174890,Supports ATOM_hpf_lpf_filter
EVLINK_8392,EQ_PMC4719469_01,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4719469,Supports ATOM_hpf_lpf_filter
EVLINK_8393,EQ_PMC3288700_01,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3288700,Supports ATOM_hpf_lpf_filter
EVLINK_8394,EQ_PMC11506513_03,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11506513,Supports ATOM_hpf_lpf_filter
EVLINK_8395,EQ_PMC8901827_02,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8901827,Supports ATOM_hpf_lpf_filter
EVLINK_8396,EV_VBIT_0017,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4801878,Supports ATOM_hpf_lpf_filter
EVLINK_8397,EV_VBIT_0056,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12618017,Supports ATOM_hpf_lpf_filter
EVLINK_8398,EV_VBIT_0065,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC8901194,Supports ATOM_hpf_lpf_filter
EVLINK_8399,EV_VBIT_0095,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12270413,Supports ATOM_hpf_lpf_filter
EVLINK_8400,EV_VBIT_0117,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10942712,Supports ATOM_hpf_lpf_filter
EVLINK_8401,EV_VBIT_0147,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12912286,Supports ATOM_hpf_lpf_filter
EVLINK_8402,EV_VBIT_0152,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11125330,Supports ATOM_hpf_lpf_filter
EVLINK_8403,EV_VBIT_0174,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12319887,Supports ATOM_hpf_lpf_filter
EVLINK_8404,EV_VBIT_0182,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9775029,Supports ATOM_hpf_lpf_filter
EVLINK_8405,EV_VBIT_0187,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC5562388,Supports ATOM_hpf_lpf_filter
EVLINK_8406,EV_VBIT_0197,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12290587,Supports ATOM_hpf_lpf_filter
EVLINK_8407,EV_VBIT_0207,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC7280505,Supports ATOM_hpf_lpf_filter
EVLINK_8408,EV_VBIT_0215,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3762942,Supports ATOM_hpf_lpf_filter
EVLINK_8409,EV_VBIT_0216,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC2846950,Supports ATOM_hpf_lpf_filter
EVLINK_8410,EV_VBIT_0223,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11762704,Supports ATOM_hpf_lpf_filter
EVLINK_8411,EV_VBIT_0229,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4913108,Supports ATOM_hpf_lpf_filter
EVLINK_8412,EV_VBIT_0239,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC9593203,Supports ATOM_hpf_lpf_filter
EVLINK_8413,EV_VBIT_0244,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10683641,Supports ATOM_hpf_lpf_filter
EVLINK_8414,EV_VBIT_0246,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC10765727,Supports ATOM_hpf_lpf_filter
EVLINK_8415,EV_VBIT_0251,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11652482,Supports ATOM_hpf_lpf_filter
EVLINK_8416,EV_VBIT_0252,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC11679405,Supports ATOM_hpf_lpf_filter
EVLINK_8417,EV_VBIT_0256,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC12110038,Supports ATOM_hpf_lpf_filter
EVLINK_8418,EV_VBIT_0264,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3085546,Supports ATOM_hpf_lpf_filter
EVLINK_8419,EV_VBIT_0267,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3254723,Supports ATOM_hpf_lpf_filter
EVLINK_8420,EV_VBIT_0269,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC3468891,Supports ATOM_hpf_lpf_filter
EVLINK_8421,EV_VBIT_0273,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4211632,Supports ATOM_hpf_lpf_filter
EVLINK_8422,EV_VBIT_0276,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4478749,Supports ATOM_hpf_lpf_filter
EVLINK_8423,EV_VBIT_0277,method_atom,ATOM_hpf_lpf_filter,method_atom,medium,Evidence from traditional analysis packages,SRC_PMC4719469,Supports ATOM_hpf_lpf_filter
